movie_title,imdb_score,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews,color,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,duration,gross,language,country,content_rating,budget,aspect_ratio
Tootsie ,7,1982.0,77366,94.0,194.0,Color,Sydney Pollack,521.0,Bill Murray,13000.0,Sydney Pollack,521.0,Teri Garr,481.0,14701,0,116.0,177200000.0,English,USA,PG,22000000.0,2.35
Top Gun ,7,1986.0,219171,173.0,388.0,Color,Tony Scott,12000.0,Tom Cruise,10000.0,Tom Skerritt,1000.0,Adrian Pasdar,555.0,13069,19000,110.0,176781728.0,English,USA,PG,15000000.0,1.33
"Crouching Tiger, Hidden Dragon ",8,2000.0,217740,287.0,1641.0,Color,Ang Lee,0.0,Chen Chang,103.0,Pei-Pei Cheng,21.0,Sihung Lung,5.0,129,0,120.0,128067808.0,Mandarin,Taiwan,PG-13,15000000.0,2.35
American Beauty ,8,1999.0,822500,176.0,2715.0,Color,Sam Mendes,0.0,Kevin Spacey,18000.0,Peter Gallagher,828.0,Ara Celi,158.0,19078,22000,122.0,130058047.0,English,USA,R,15000000.0,2.35
The King's Speech ,8,2010.0,503631,479.0,636.0,Color,Tom Hooper,0.0,Colin Firth,14000.0,Jennifer Ehle,1000.0,Derek Jacobi,520.0,15732,64000,118.0,138795342.0,English,UK,R,15000000.0,1.85
Twins ,6,1988.0,87538,27.0,79.0,Color,Ivan Reitman,425.0,Kelly Preston,742.0,Tony Jay,384.0,Hugh O'Brian,247.0,2151,0,107.0,111936400.0,English,USA,PG,15000000.0,1.85
Scream: The TV Series             ,7,,18058,20.0,68.0,Color,,,Bex Taylor-Klaus,460.0,Bobby Campo,292.0,Jason Wiles,260.0,2380,0,45.0,,English,USA,TV-14,,16.0
The Yellow Handkerchief ,7,2008.0,6723,60.0,36.0,Color,Udayan Prasad,4.0,Kristen Stewart,17000.0,Eddie Redmayne,13000.0,William Hurt,882.0,30978,1000,102.0,317040.0,English,USA,PG-13,15500000.0,2.35
The Color Purple ,8,1985.0,60988,70.0,199.0,Color,Steven Spielberg,14000.0,Oprah Winfrey,852.0,Rae Dawn Chong,581.0,Dana Ivey,271.0,2592,6000,154.0,94175854.0,English,USA,PG-13,15000000.0,1.85
Tidal Wave ,6,2009.0,2659,43.0,25.0,Color,JK Youn,2.0,Nicole Dionne,94.0,Ji-won Ha,80.0,Kyung-gu Sol,13.0,213,558,103.0,,Korean,South Korea,R,,2.35
Ben-Hur ,6,2016.0,62,1.0,1.0,Color,Timur Bekmambetov,335.0,Morgan Freeman,11000.0,Ayelet Zurer,744.0,Moises Arias,635.0,13390,0,141.0,,English,USA,PG-13,100000000.0,2.35
The Imitation Game ,8,2014.0,467613,454.0,608.0,Color,Morten Tyldum,77.0,Benedict Cumberbatch,19000.0,Rory Kinnear,393.0,Allen Leech,305.0,20295,165000,114.0,91121452.0,English,UK,PG-13,14000000.0,2.35
Private Benjamin ,6,1980.0,18140,25.0,60.0,Color,Howard Zieff,6.0,Eileen Brennan,1000.0,Albert Brooks,745.0,Alan Oppenheimer,271.0,2419,855,109.0,69800000.0,English,USA,R,10000000.0,1.85
Coal Miner's Daughter ,8,1980.0,12974,46.0,84.0,Color,Michael Apted,150.0,Sissy Spacek,874.0,Beverly D'Angelo,816.0,Levon Helm,572.0,2667,0,124.0,79900000.0,English,USA,PG,,1.85
Diary of a Wimpy Kid ,6,2010.0,32002,111.0,103.0,Color,Thor Freudenthal,87.0,Chloë Grace Moretz,17000.0,Zachary Gordon,975.0,Rachael Harris,569.0,20154,0,94.0,64001297.0,English,USA,PG,15000000.0,1.85
Mama ,6,2013.0,134869,393.0,304.0,Color,Andrés Muschietti,127.0,Javier Botet,1000.0,Megan Charpentier,340.0,Isabelle Nélisse,250.0,1949,57000,100.0,71588220.0,English,Canada,PG-13,20000000.0,1.85
Halloween ,8,1978.0,157857,318.0,1191.0,Color,John Carpenter,0.0,Jamie Lee Curtis,2000.0,Donald Pleasence,742.0,P.J. Soles,598.0,4400,12000,101.0,47000000.0,English,USA,R,300000.0,2.35
National Lampoon's Vacation ,7,1983.0,71183,55.0,183.0,Color,Harold Ramis,11000.0,Beverly D'Angelo,816.0,Randy Quaid,695.0,Jane Krakowski,624.0,3617,0,98.0,61400000.0,English,USA,R,15000000.0,1.85
Bad Grandpa ,7,2013.0,77724,157.0,162.0,Color,Jeff Tremaine,79.0,Jackson Nicoll,925.0,Georgina Cates,38.0,Grasie Mercedes,27.0,1018,26000,102.0,101978840.0,English,USA,R,15000000.0,1.85
The Queen ,7,2006.0,85333,280.0,421.0,Color,Stephen Frears,350.0,Roger Allam,326.0,Sylvia Syms,48.0,Alex Jennings,39.0,486,0,94.0,56437947.0,English,UK,PG-13,9800000.0,1.85
Beetlejuice ,8,1988.0,189413,109.0,306.0,Color,Tim Burton,13000.0,Catherine O'Hara,925.0,Jeffrey Jones,692.0,Glenn Shadix,217.0,1953,15000,92.0,73326666.0,English,USA,PG,15000000.0,1.85
Why Did I Get Married? ,6,2007.0,9811,41.0,100.0,Color,Tyler Perry,0.0,Michael Jai White,2000.0,Tasha Smith,721.0,Lamman Rucker,607.0,6510,1000,113.0,55184721.0,English,USA,PG-13,15000000.0,1.85
Little Women ,7,1994.0,36624,27.0,132.0,Color,Gillian Armstrong,44.0,Christian Bale,23000.0,Kirsten Dunst,4000.0,Eric Stoltz,902.0,29370,0,115.0,50003300.0,English,USA,PG,15000000.0,1.85
The Woman in Black ,6,2012.0,139749,462.0,509.0,Color,James Watkins,43.0,Daniel Radcliffe,11000.0,Roger Allam,326.0,Jessica Raine,259.0,11946,29000,95.0,54322273.0,English,UK,PG-13,17000000.0,2.35
When a Stranger Calls ,5,2006.0,34711,152.0,468.0,Color,Simon West,165.0,Madeline Carroll,1000.0,Tessa Thompson,431.0,Brian Geraghty,383.0,2452,0,87.0,47860214.0,English,USA,PG-13,15000000.0,2.35
Big Fat Liar ,5,2002.0,29008,69.0,99.0,Color,Shawn Levy,189.0,Frankie Muniz,934.0,Donald Faison,927.0,Lee Majors,799.0,3707,896,88.0,47811275.0,English,USA,PG,15000000.0,1.85
The Deer Hunter ,8,1978.0,232577,140.0,1026.0,Color,Michael Cimino,517.0,Robert De Niro,22000.0,Meryl Streep,11000.0,John Savage,652.0,34025,11000,183.0,,English,UK,R,15000000.0,2.35
Wag the Dog ,7,1997.0,67604,130.0,218.0,Color,Barry Levinson,272.0,Robert De Niro,22000.0,Kirsten Dunst,4000.0,John Michael Higgins,957.0,29252,12000,97.0,43022524.0,English,USA,R,15000000.0,1.85
The Lizzie McGuire Movie ,5,2003.0,27580,66.0,172.0,Color,Jim Fall,13.0,Clayton Snyder,925.0,Adam Lamberg,738.0,Alex Borstein,566.0,3423,0,94.0,42672630.0,English,USA,PG,17000000.0,2.35
Snitch ,6,2013.0,64747,238.0,122.0,Color,Ric Roman Waugh,29.0,Dwayne Johnson,12000.0,Harold Perrineau,1000.0,Nadine Velazquez,874.0,15800,12000,112.0,42919096.0,English,USA,PG-13,15000000.0,2.35
Krampus ,6,2015.0,29867,198.0,181.0,Color,Michael Dougherty,66.0,Adam Scott,3000.0,Conchata Ferrell,658.0,Allison Tolman,562.0,4567,27000,98.0,42592530.0,English,USA,PG-13,15000000.0,2.35
The Faculty ,6,1998.0,92074,154.0,502.0,Color,Robert Rodriguez,0.0,Jordana Brewster,4000.0,Salma Hayek,4000.0,Clea DuVall,1000.0,12170,0,104.0,40064955.0,English,USA,R,15000000.0,1.85
What's Love Got to Do with It ,7,1993.0,13442,19.0,59.0,Color,Brian Gibson,13.0,Rae'Ven Kelly,90.0,Virginia Capers,22.0,Dororthy Thorton,2.0,114,0,118.0,39100956.0,English,USA,R,,1.85
Cop Land ,7,1997.0,69576,131.0,207.0,Color,James Mangold,446.0,Robert De Niro,22000.0,Sylvester Stallone,13000.0,Janeane Garofalo,1000.0,40117,2000,120.0,44886089.0,English,USA,R,10000000.0,1.85
Not Another Teen Movie ,6,2001.0,80305,97.0,393.0,Color,Joel Gallen,11.0,Chris Evans,11000.0,JoAnna Garcia Swisher,983.0,Mia Kirshner,971.0,15369,0,99.0,37882551.0,English,USA,R,16000000.0,1.85
End of Watch ,8,2012.0,181025,355.0,336.0,Color,David Ayer,453.0,Jake Gyllenhaal,15000.0,Anna Kendrick,10000.0,America Ferrera,953.0,27788,38000,109.0,40983001.0,English,USA,R,7000000.0,1.85
Aloha ,5,2015.0,39782,138.0,172.0,Color,Cameron Crowe,488.0,Emma Stone,15000.0,Bradley Cooper,14000.0,Bill Murray,13000.0,44037,11000,105.0,20991497.0,English,USA,PG-13,37000000.0,1.85
The Skulls ,6,2000.0,26846,102.0,193.0,Color,Rob Cohen,357.0,Paul Walker,23000.0,Leslie Bibb,1000.0,William Petersen,883.0,26652,0,106.0,35007180.0,English,USA,PG-13,15000000.0,1.85
The Theory of Everything ,8,2014.0,265507,419.0,388.0,Color,James Marsh,120.0,Eddie Redmayne,13000.0,Emily Watson,876.0,Simon McBurney,149.0,14100,90000,123.0,35887263.0,English,UK,PG-13,15000000.0,2.35
Malibu's Most Wanted ,5,2003.0,15939,37.0,87.0,Color,John Whitesell,14.0,Greg Grunberg,833.0,Regina Hall,807.0,Blair Underwood,685.0,4435,0,86.0,34308901.0,English,USA,PG-13,16000000.0,2.35
Where the Heart Is ,7,2000.0,27044,78.0,240.0,Color,Matt Williams,18.0,Natalie Portman,20000.0,James Frain,1000.0,Stockard Channing,944.0,22383,0,120.0,33771174.0,English,USA,PG-13,15000000.0,1.85
Lawrence of Arabia ,8,1962.0,192775,181.0,559.0,Color,David Lean,767.0,Claude Rains,607.0,José Ferrer,202.0,Jack Hawkins,87.0,1076,11000,227.0,6000000.0,English,UK,PG,15000000.0,2.2
Halloween II ,5,2009.0,36372,220.0,491.0,Color,Rob Zombie,0.0,Scout Taylor-Compton,908.0,Tyler Mane,764.0,Margot Kidder,593.0,3226,3000,119.0,33386128.0,English,USA,R,15000000.0,1.85
Wild ,7,2014.0,86664,349.0,252.0,Color,Jean-Marc Vallée,212.0,Michiel Huisman,2000.0,Kevin Rankin,820.0,Gaby Hoffmann,612.0,4896,38000,115.0,37877959.0,English,USA,R,15000000.0,2.35
The Last House on the Left ,7,2009.0,67822,241.0,279.0,Color,Dennis Iliadis,29.0,Tony Goldwyn,956.0,Monica Potter,878.0,Martha MacIsaac,616.0,3861,0,114.0,32721635.0,English,USA,R,15000000.0,1.85
The Wedding Date ,6,2005.0,38248,103.0,250.0,Color,Clare Kilner,6.0,Jack Davenport,1000.0,Debra Messing,650.0,Holland Taylor,458.0,2666,0,90.0,31585300.0,English,USA,PG-13,15000000.0,1.85
Halloween: Resurrection ,4,2002.0,26905,151.0,614.0,Color,Rick Rosenthal,28.0,Jamie Lee Curtis,2000.0,Thomas Ian Nicholas,864.0,Bianca Kajlich,731.0,5440,0,94.0,30259652.0,English,USA,R,15000000.0,2.35
Clash of the Titans ,6,2010.0,229687,344.0,637.0,Color,Louis Leterrier,255.0,Liam Neeson,14000.0,Jason Flemyng,1000.0,Alexa Davalos,850.0,18003,15000,106.0,163192114.0,English,USA,PG-13,125000000.0,2.35
The Princess Bride ,8,1987.0,294163,185.0,718.0,Color,Rob Reiner,0.0,Robin Wright,18000.0,Carol Kane,636.0,André the Giant,594.0,20060,33000,98.0,30857814.0,English,USA,PG,16000000.0,1.85
The Great Debaters ,8,2007.0,47626,112.0,118.0,Color,Denzel Washington,18000.0,Denzel Washington,18000.0,Jurnee Smollett-Bell,2000.0,John Heard,697.0,22745,0,126.0,30226144.0,English,USA,PG-13,15000000.0,2.35
Drive ,8,2011.0,431578,676.0,1264.0,Color,Nicolas Winding Refn,0.0,Ryan Gosling,33000.0,Albert Brooks,745.0,Russ Tamblyn,228.0,34337,81000,100.0,35054909.0,English,USA,R,15000000.0,2.35
Confessions of a Teenage Drama Queen ,5,2004.0,23408,74.0,105.0,Color,Sara Sugarman,10.0,Adam Garcia,811.0,Carol Kane,636.0,Glenne Headly,231.0,2167,810,89.0,29302097.0,English,Germany,PG,15000000.0,1.85
The Object of My Affection ,6,1998.0,15582,65.0,132.0,Color,Nicholas Hytner,13.0,Liam Aiken,818.0,Tim Daly,511.0,Kali Rocha,106.0,1450,849,111.0,29106737.0,English,USA,R,15000000.0,1.85
28 Weeks Later ,7,2007.0,212167,274.0,713.0,Color,Juan Carlos Fresnadillo,35.0,Jeremy Renner,10000.0,Harold Perrineau,1000.0,Catherine McCormack,306.0,11471,0,100.0,28637507.0,English,UK,R,15000000.0,1.85
When the Game Stands Tall ,7,2014.0,12596,50.0,64.0,Color,Thomas Carter,49.0,Jessie T. Usher,116.0,Matthew Daddario,110.0,Ser'Darius Blain,100.0,525,0,115.0,30127963.0,English,USA,PG,15000000.0,1.85
Because of Winn-Dixie ,6,2005.0,8427,96.0,88.0,Color,Wayne Wang,61.0,Cicely Tyson,907.0,Luke Benward,807.0,Eva Marie Saint,649.0,3462,1000,106.0,32645546.0,English,USA,PG,14000000.0,1.85
Love & Basketball ,7,2000.0,14322,68.0,116.0,Color,Gina Prince-Bythewood,107.0,Alfre Woodard,1000.0,Sanaa Lathan,886.0,Omar Epps,865.0,5135,0,124.0,27441122.0,English,USA,PG-13,15000000.0,1.85
Grosse Pointe Blank ,7,1997.0,73347,111.0,296.0,Color,George Armitage,5.0,Minnie Driver,893.0,Michael Cudlitz,822.0,Mitchell Ryan,141.0,2044,0,107.0,28014536.0,English,USA,R,15000000.0,1.85
All About Steve ,5,2009.0,33088,128.0,143.0,Color,Phil Traill,3.0,Bradley Cooper,14000.0,Katy Mixon,982.0,Beth Grant,628.0,16461,0,99.0,33860010.0,English,USA,PG-13,15000000.0,1.85
Book of Shadows: Blair Witch 2 ,4,2000.0,28964,160.0,457.0,Color,Joe Berlinger,31.0,Kim Director,193.0,Erica Leerhsen,184.0,Kurt Loder,162.0,608,949,90.0,26421314.0,English,USA,R,15000000.0,1.85
The Craft ,6,1996.0,57140,93.0,195.0,Color,Andrew Fleming,26.0,Christine Taylor,838.0,Rachel True,328.0,Brenda Strong,266.0,1812,6000,101.0,24881000.0,English,USA,R,15000000.0,1.85
Match Point ,8,2005.0,166269,278.0,735.0,Color,Woody Allen,11000.0,Scarlett Johansson,19000.0,Mark Gatiss,567.0,Penelope Wilton,400.0,20391,0,119.0,23089926.0,English,UK,R,15000000.0,1.85
Ramona and Beezus ,7,2010.0,13874,81.0,52.0,Color,Elizabeth Allen Rosenbaum,20.0,Sierra McCormick,512.0,Hutch Dano,316.0,Jason Spevack,125.0,1002,0,103.0,26161406.0,English,USA,G,15000000.0,2.35
The Remains of the Day ,8,1993.0,45703,58.0,156.0,Color,James Ivory,133.0,Anthony Hopkins,12000.0,Peter Vaughan,310.0,Ben Chaplin,258.0,12749,0,134.0,22954968.0,English,UK,PG,11500000.0,2.35
Boogie Nights ,8,1997.0,189032,153.0,560.0,Color,Paul Thomas Anderson,0.0,Don Cheadle,3000.0,Nicole Ari Parker,360.0,Nina Hartley,170.0,3677,0,155.0,26384919.0,English,USA,R,15000000.0,2.35
Nowhere to Run ,6,1993.0,17074,25.0,55.0,Color,Robert Harmon,11.0,Kieran Culkin,1000.0,Rosanna Arquette,605.0,Joss Ackland,232.0,2210,466,94.0,22189039.0,English,USA,R,15000000.0,1.85
Flicka ,6,2006.0,6095,46.0,76.0,Color,Michael Mayer,15.0,Alison Lohman,1000.0,Danny Pino,786.0,Tim McGraw,461.0,3845,1000,95.0,20998709.0,English,USA,PG,15000000.0,2.35
The Hills Have Eyes II ,5,2007.0,49721,161.0,211.0,Color,Martin Weisz,7.0,Jeff Kober,919.0,Daniella Alonso,557.0,Jacob Vargas,399.0,2559,0,89.0,20801344.0,English,USA,R,15000000.0,2.35
Urban Legends: Final Cut ,4,2000.0,13048,108.0,227.0,Color,John Ottman,83.0,Loretta Devine,912.0,Joey Lawrence,786.0,Jacinda Barrett,579.0,2682,243,97.0,21468807.0,English,USA,R,14000000.0,2.35
Tuck Everlasting ,7,2002.0,17983,69.0,127.0,Color,Jay Russell,13.0,William Hurt,882.0,Sissy Spacek,874.0,Jonathan Jackson,613.0,2661,0,90.0,19158074.0,English,USA,PG,15000000.0,2.35
The Marine ,5,2006.0,27486,78.0,284.0,Color,John Bonito,8.0,Kelly Carlson,472.0,Firass Dirani,239.0,Drew Powell,129.0,1045,0,92.0,18843314.0,English,USA,PG-13,20000000.0,1.85
Keanu ,6,2016.0,15385,129.0,84.0,Color,Peter Atencio,10.0,Nia Long,826.0,Will Forte,622.0,Keegan-Michael Key,415.0,2958,0,100.0,20566327.0,English,USA,R,15000000.0,2.35
Country Strong ,6,2010.0,14814,135.0,114.0,Color,Shana Feste,19.0,Leighton Meester,3000.0,Cinda McCain,646.0,Tim McGraw,461.0,4204,0,117.0,20218921.0,English,Official site,PG-13,15000000.0,2.35
Disturbing Behavior ,6,1998.0,17328,96.0,237.0,Color,David Nutter,119.0,Bruce Greenwood,989.0,Ethan Embry,982.0,Katharine Isabelle,918.0,4660,673,84.0,17411331.0,English,Australia,R,15000000.0,1.85
The Place Beyond the Pines ,7,2012.0,187170,417.0,376.0,Color,Derek Cianfrance,310.0,Ryan Gosling,33000.0,Ben Mendelsohn,748.0,Angelo Anthony Pizza,619.0,34413,47000,140.0,21383298.0,English,USA,R,15000000.0,2.35
The November Man ,6,2014.0,50056,172.0,152.0,Color,Roger Donaldson,79.0,Luke Bracey,775.0,Akie Kotabe,614.0,Will Patton,537.0,3033,0,108.0,24984868.0,English,USA,R,15000000.0,2.35
Eye of the Beholder ,5,1999.0,13320,88.0,415.0,Color,Stephan Elliott,11.0,Jason Priestley,471.0,Patrick Bergin,308.0,Geneviève Bujold,159.0,1069,327,109.0,16459004.0,English,Canada,R,15000000.0,2.35
The Hurt Locker ,8,2008.0,332065,388.0,876.0,Color,Kathryn Bigelow,0.0,Jeremy Renner,10000.0,Christian Camargo,602.0,Brian Geraghty,383.0,11114,16000,131.0,15700000.0,English,USA,R,15000000.0,1.85
Firestarter ,6,1984.0,22797,45.0,96.0,Color,Mark L. Lester,73.0,Heather Locklear,695.0,George C. Scott,654.0,David Keith,563.0,3444,0,114.0,15100000.0,English,USA,R,15000000.0,2.35
Killing Them Softly ,6,2012.0,111625,414.0,369.0,Color,Andrew Dominik,181.0,Brad Pitt,11000.0,Sam Shepard,820.0,Ben Mendelsohn,748.0,14025,20000,97.0,14938570.0,English,USA,R,15000000.0,2.35
A Most Wanted Man ,7,2014.0,57210,291.0,158.0,Color,Anton Corbijn,210.0,Philip Seymour Hoffman,22000.0,Nina Hoss,164.0,Homayoun Ershadi,123.0,22574,13000,122.0,17237244.0,English,UK,R,15000000.0,2.35
Freddy Got Fingered ,4,2001.0,39788,97.0,619.0,Color,Tom Green,374.0,Rip Torn,826.0,Harland Williams,503.0,Eddie Kaye Thomas,484.0,2689,0,87.0,14249005.0,English,USA,R,15000000.0,1.85
The Pirates Who Don't Do Anything: A VeggieTales Movie ,6,2008.0,2037,37.0,22.0,Color,Mike Nawrocki,12.0,Yuri Lowenthal,354.0,Cam Clarke,173.0,Phil Vischer,23.0,568,175,85.0,12701880.0,English,USA,G,15000000.0,1.85
U2 3D ,8,2007.0,2673,68.0,31.0,Color,Catherine Owens,0.0,Bono,468.0,The Edge,67.0,Larry Mullen Jr.,44.0,646,116,85.0,10353690.0,English,USA,G,,1.78
Highlander: Endgame ,5,2000.0,16340,90.0,355.0,Color,Douglas Aarniokoski,36.0,Christopher Lambert,1000.0,Adrian Paul,786.0,Adam Copeland,377.0,2764,356,101.0,12801190.0,English,USA,R,15000000.0,2.35
Idlewild ,6,2006.0,4603,81.0,91.0,Color,Bryan Barber,16.0,Cicely Tyson,907.0,Faizon Love,585.0,Bobb'e J. Thompson,526.0,3633,489,121.0,12549485.0,English,USA,R,15000000.0,2.35
One Day ,7,2011.0,106111,221.0,181.0,Color,Lone Scherfig,92.0,Anne Hathaway,11000.0,Jim Sturgess,5000.0,Rafe Spall,358.0,17627,49000,107.0,13766014.0,English,USA,PG-13,15000000.0,2.35
Whip It ,7,2009.0,55665,230.0,118.0,Color,Drew Barrymore,0.0,Daniel Stern,796.0,Jimmy Fallon,787.0,Alia Shawkat,727.0,2633,10000,111.0,13034417.0,English,USA,PG-13,15000000.0,2.35
Knockaround Guys ,6,2001.0,19768,57.0,135.0,Color,Brian Koppelman,34.0,Vin Diesel,14000.0,Tom Noonan,442.0,Kevin Gage,366.0,15644,566,92.0,11632420.0,English,USA,R,,2.35
Confidence ,7,2003.0,30643,119.0,144.0,Color,James Foley,164.0,Louis Lombardi,436.0,Brian Van Holt,324.0,Leland Orser,308.0,1172,622,97.0,12212417.0,English,USA,R,15000000.0,2.35
The Muse ,6,1999.0,9294,97.0,140.0,Color,Albert Brooks,745.0,Jeff Bridges,12000.0,Bradley Whitford,821.0,Albert Brooks,745.0,15209,251,97.0,11614236.0,English,USA,PG-13,15000000.0,1.37
De-Lovely ,7,2004.0,9649,119.0,226.0, Black and White,Irwin Winkler,34.0,Kevin McNally,427.0,Keith Allen,66.0,Sandra Nelson,65.0,729,1000,125.0,13337299.0,English,USA,PG-13,20000000.0,2.35
New York Stories ,6,1989.0,13692,42.0,55.0,Color,Woody Allen,11000.0,Woody Allen,11000.0,Larry David,860.0,Mia Farrow,563.0,12685,877,124.0,10763469.0,English,USA,PG,15000000.0,1.85
Barney's Great Adventure ,3,1998.0,2724,24.0,53.0,Color,Steve Gomer,9.0,Trevor Morgan,595.0,Kyla Pratt,417.0,Shirley Douglas,47.0,1139,436,76.0,11144518.0,English,Canada,G,15000000.0,1.85
The Man with the Iron Fists ,5,2012.0,53471,208.0,224.0,Color,RZA,561.0,Rick Yune,746.0,RZA,561.0,Daniel Wu,353.0,2377,29000,107.0,15608545.0,English,USA,R,15000000.0,2.35
Home Fries ,5,1998.0,7159,42.0,88.0,Color,Dean Parisot,23.0,Catherine O'Hara,925.0,Jake Busey,660.0,Shelley Duvall,629.0,2913,247,91.0,10443316.0,English,USA,PG-13,15000000.0,1.85
Here on Earth ,5,2000.0,7403,44.0,162.0,Color,Mark Piznarski,4.0,Bruce Greenwood,989.0,Chris Klein,841.0,Elaine Hendrix,670.0,3142,648,96.0,10494147.0,English,USA,PG-13,15000000.0,1.85
Brazil ,8,1985.0,152306,230.0,513.0,Color,Terry Gilliam,0.0,Robert De Niro,22000.0,Bob Hoskins,5000.0,Jim Broadbent,1000.0,29475,16000,142.0,9929000.0,English,UK,R,15000000.0,1.85
Raise Your Voice ,6,2004.0,22649,46.0,212.0,Color,Sean McNamara,80.0,Oliver James,1000.0,Rebecca De Mornay,872.0,Jason Ritter,782.0,4676,1000,103.0,10411980.0,English,USA,PG,15000000.0,2.35
The Dead Zone             ,8,,7122,18.0,77.0,Color,,,David Ogden Stiers,443.0,Nicole de Boer,319.0,Chris Bruno,186.0,981,576,60.0,,English,Canada,TV-14,,
The Big Lebowski ,8,1998.0,537419,249.0,1028.0,Color,Joel Coen,0.0,Philip Seymour Hoffman,22000.0,Jeff Bridges,12000.0,Steve Buscemi,12000.0,47728,35000,117.0,17439163.0,English,USA,R,15000000.0,1.85
Black Snake Moan ,7,2006.0,52421,197.0,200.0, Black and White,Craig Brewer,153.0,Justin Timberlake,3000.0,Michael Raymond-James,788.0,S. Epatha Merkerson,539.0,5012,0,116.0,9396487.0,English,USA,R,15000000.0,2.35
Dark Blue ,7,2002.0,17261,71.0,125.0,Color,Ron Shelton,41.0,Khandi Alexander,556.0,Dash Mihok,463.0,Michael Michele,274.0,1873,455,118.0,9059588.0,English,USA,R,15000000.0,2.35
A Mighty Heart ,7,2007.0,24150,190.0,118.0,Color,Michael Winterbottom,187.0,Angelina Jolie Pitt,11000.0,Archie Panjabi,883.0,Dan Futterman,254.0,12178,923,108.0,9172810.0,English,USA,R,16000000.0,2.35
Whatever It Takes ,6,2000.0,8055,50.0,89.0,Color,David Raynr,9.0,James Franco,11000.0,Jodi Lyn O'Keefe,897.0,Marla Sokoloff,612.0,13524,816,94.0,8735529.0,English,USA,PG-13,15000000.0,1.85
Boat Trip ,5,2002.0,26598,63.0,132.0,Color,Mort Nathan,2.0,Vivica A. Fox,890.0,Lin Shaye,852.0,Bob Gunton,461.0,3161,1000,97.0,8586376.0,English,USA,R,20000000.0,1.85
The Importance of Being Earnest ,7,2002.0,18966,104.0,141.0,Color,Oliver Parker,32.0,Colin Firth,14000.0,Tom Wilkinson,1000.0,Rupert Everett,692.0,16502,0,97.0,8378141.0,English,UK,PG,15000000.0,2.35
The Love Letter ,7,1998.0,1465,,56.0,Color,Dan Curtis,45.0,Jennifer Jason Leigh,1000.0,Campbell Scott,393.0,Estelle Parsons,224.0,2166,515,99.0,,English,USA,Unrated,,1.33
Hoot ,6,2006.0,6562,49.0,66.0,Color,Wil Shriner,6.0,Logan Lerman,8000.0,Neil Flynn,625.0,Tim Blake Nelson,596.0,10732,647,91.0,8080116.0,English,USA,PG,15000000.0,1.85
In Bruges ,8,2008.0,307639,300.0,513.0,Color,Martin McDonagh,454.0,Elizabeth Berrington,65.0,Anna Madeley,49.0,Eric Godon,39.0,173,32000,107.0,7757130.0,English,UK,R,15000000.0,2.35
Peeples ,5,2013.0,4065,43.0,33.0,Color,Tina Gordon Chism,24.0,Tyler James Williams,931.0,S. Epatha Merkerson,539.0,Diahann Carroll,426.0,3322,0,95.0,9123834.0,English,USA,PG-13,15000000.0,2.35
The Rocker ,6,2008.0,32311,132.0,104.0,Color,Peter Cattaneo,11.0,Emma Stone,15000.0,Bradley Cooper,14000.0,Josh Gad,1000.0,33153,0,102.0,6409206.0,English,USA,PG-13,15000000.0,1.85
Post Grad ,5,2009.0,11498,97.0,53.0,Color,Vicky Jenson,96.0,J.K. Simmons,24000.0,Zach Gilford,971.0,Bobby Coleman,360.0,25637,0,88.0,6373693.0,English,USA,PG-13,15000000.0,1.85
Promised Land ,7,2012.0,30284,242.0,102.0,Color,Gus Van Sant,835.0,Matt Damon,13000.0,Hal Holbrook,826.0,Terry Kinney,363.0,14544,10000,106.0,7556708.0,English,USA,R,15000000.0,1.85
Whatever Works ,7,2009.0,58967,218.0,169.0,Color,Woody Allen,11000.0,Larry David,860.0,Michael McKean,658.0,Conleth Hill,386.0,2717,10000,92.0,5306447.0,English,USA,PG-13,15000000.0,1.85
The In Crowd ,5,2000.0,3668,49.0,85.0, Black and White,Mary Lambert,52.0,Matthew Settle,477.0,Susan Ward,397.0,A.J. Buckley,275.0,2312,157,105.0,5217498.0,English,USA,PG-13,15000000.0,1.85
Three Burials ,8,2005.0,34194,172.0,199.0,Color,Tommy Lee Jones,0.0,Levon Helm,572.0,Dwight Yoakam,324.0,Guillermo Arriaga,289.0,1627,0,107.0,5023275.0,English,France,R,15000000.0,2.35
Jakob the Liar ,6,1999.0,12601,68.0,89.0,Color,Peter Kassovitz,0.0,Robin Williams,49000.0,Mark Margolis,1000.0,Michael Jeter,693.0,51657,0,120.0,4956401.0,English,France,PG-13,15000000.0,1.85
Kiss Kiss Bang Bang ,8,2005.0,175962,223.0,336.0,Color,Shane Black,1000.0,Robert Downey Jr.,21000.0,Corbin Bernsen,1000.0,Larry Miller,611.0,23932,0,103.0,4235837.0,English,USA,R,15000000.0,2.35
Idle Hands ,6,1999.0,33745,59.0,198.0,Color,Rodman Flender,6.0,Vivica A. Fox,890.0,Fred Willard,729.0,Elden Henson,577.0,3654,0,92.0,4002955.0,English,USA,R,20000000.0,1.85
